id,year,quarter,age,gender,income_level,education_level,visit_frequency,social_media,favorite_product_id,rating,comment,positive_comment
605,2017,3,39,true,3,6,3,2,6,2,Nam tristique tortor eu pede.,true
606,2019,2,37,true,5,4,4,3,7,1,Praesent lectus.,false
607,2023,3,26,true,2,2,4,3,1,0,Integer ac leo. Pellentesque ultrices mattis odio.,false
608,2017,2,29,false,4,2,5,3,3,5,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,true
609,2020,3,18,false,3,6,3,1,7,0,Vestibulum rutrum rutrum neque.,false
610,2017,1,41,true,4,3,4,2,9,0,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,false
611,2018,2,32,true,2,1,4,2,8,3,Donec vitae nisi.,true
612,2019,4,20,true,1,6,4,3,9,4,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,false
613,2020,4,31,true,3,1,5,3,1,3,Morbi quis tortor id nulla ultrices aliquet.,false
614,2018,3,26,true,3,3,6,2,10,5,Curabitur in libero ut massa volutpat convallis.,false
615,2017,4,31,true,2,6,4,1,8,3,Vestibulum rutrum rutrum neque.,false
616,2022,2,45,true,2,2,7,3,2,2,Integer a nibh. In quis justo.,true
617,2020,3,19,true,2,1,7,1,2,0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",true
618,2020,4,22,true,4,1,6,2,7,4,Donec ut dolor.,false
619,2018,4,38,true,5,6,4,1,6,3,Phasellus id sapien in sapien iaculis congue.,true
620,2020,1,46,false,5,6,7,1,1,5,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,true
621,2020,3,22,false,3,6,2,1,2,1,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",false
622,2018,3,45,false,3,6,7,3,10,0,In sagittis dui vel nisl.,true
623,2023,2,27,false,1,3,7,1,6,4,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,false
624,2017,2,25,true,3,1,2,3,4,2,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,false
625,2023,4,23,true,4,3,6,2,7,3,Etiam pretium iaculis justo.,true
626,2021,2,30,true,2,1,3,1,7,3,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",false
627,2018,4,40,true,1,1,5,3,7,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",false
628,2017,3,25,true,2,2,4,1,10,5,In sagittis dui vel nisl. Duis ac nibh.,true
629,2018,2,45,true,5,3,3,2,5,3,Nullam porttitor lacus at turpis.,true
630,2020,4,20,true,1,4,4,1,2,1,Nullam varius.,true
631,2018,1,25,false,5,5,4,3,7,3,Duis mattis egestas metus.,false
632,2019,3,29,false,3,2,4,3,6,4,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",false
633,2020,1,25,false,2,2,2,3,3,2,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",true
634,2019,2,38,true,5,6,5,1,8,1,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",true
635,2019,4,47,false,1,4,6,2,1,5,Ut at dolor quis odio consequat varius. Integer ac leo.,true
636,2017,3,32,false,3,1,5,1,8,4,Duis ac nibh.,false
637,2023,1,23,false,4,2,1,2,7,1,Nunc rhoncus dui vel sem.,true
638,2023,4,34,true,5,5,7,1,9,3,Nulla tellus.,true
639,2021,2,26,true,5,2,7,2,9,1,Nulla nisl. Nunc nisl.,true
640,2021,4,40,true,3,3,6,2,5,3,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",false
641,2021,3,41,false,2,4,6,1,2,5,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",false
642,2018,4,26,false,3,1,4,3,5,4,Duis at velit eu est congue elementum.,true
643,2019,3,26,true,5,1,6,3,7,5,In hac habitasse platea dictumst.,true
644,2023,1,24,false,1,5,4,3,9,4,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false
645,2017,3,17,false,3,3,4,2,7,3,Curabitur in libero ut massa volutpat convallis.,false
646,2020,4,41,false,5,3,5,2,8,2,Maecenas tincidunt lacus at velit.,true
647,2019,1,22,true,5,6,2,2,5,2,Cras in purus eu magna vulputate luctus.,false
648,2018,1,22,false,5,4,4,2,7,5,Praesent blandit lacinia erat.,true
649,2017,3,50,false,3,5,7,3,3,1,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",false
650,2021,2,39,false,1,2,1,1,1,2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",true
651,2020,4,21,true,5,6,6,1,4,2,Fusce consequat.,false
652,2023,2,44,true,3,4,3,2,9,5,In hac habitasse platea dictumst.,true
653,2020,4,40,false,1,5,6,1,2,3,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",true
654,2020,2,29,true,3,4,1,1,4,3,In hac habitasse platea dictumst.,false
655,2021,4,37,false,4,1,7,3,4,5,In hac habitasse platea dictumst.,false
656,2021,3,49,false,1,5,6,2,3,3,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",false
657,2020,2,37,true,3,2,7,1,8,1,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,false
658,2023,3,35,false,4,5,5,1,3,5,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,true
659,2018,3,26,true,2,3,1,1,9,3,In hac habitasse platea dictumst.,false
660,2022,1,22,false,2,4,3,2,3,5,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",true
661,2018,4,28,true,4,1,4,2,6,4,Morbi a ipsum. Integer a nibh.,true
662,2021,2,47,true,5,4,1,3,2,3,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",false
663,2022,4,16,true,2,6,6,1,5,1,In quis justo.,true
664,2022,3,29,true,5,1,5,3,9,1,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,false
665,2020,4,47,true,3,4,6,2,5,0,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",true
666,2021,3,44,false,4,2,6,1,8,5,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,true
667,2023,1,18,false,1,2,6,3,6,4,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,false
668,2018,4,37,false,4,3,5,3,6,0,Fusce posuere felis sed lacus.,false
669,2019,4,50,true,5,1,6,2,6,5,Sed accumsan felis. Ut at dolor quis odio consequat varius.,false
670,2023,2,46,true,5,6,3,3,3,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",true
671,2021,4,20,true,5,1,6,1,8,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",true
672,2018,2,38,true,1,4,2,3,9,3,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,false
673,2017,1,35,true,2,2,6,2,5,2,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",false
674,2017,2,18,false,3,6,4,2,1,4,Praesent id massa id nisl venenatis lacinia.,false
675,2023,4,20,false,4,5,6,1,9,4,Nullam molestie nibh in lectus. Pellentesque at nulla.,true
676,2017,2,39,false,5,1,1,1,7,5,Nulla nisl. Nunc nisl.,false
677,2020,4,34,true,5,4,7,3,7,0,Ut tellus.,true
678,2023,3,15,true,2,6,7,3,5,1,Morbi a ipsum.,true
679,2019,4,24,false,3,2,1,2,6,4,Etiam justo.,true
680,2018,2,45,true,3,3,3,2,9,2,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",false
681,2021,1,45,false,3,3,2,3,9,3,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",true
682,2022,2,40,true,3,5,3,1,2,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,true
683,2021,3,36,true,1,2,4,1,5,5,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",true
684,2017,3,20,true,5,6,4,2,8,4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",false
685,2023,3,23,true,1,3,1,1,8,0,Duis mattis egestas metus. Aenean fermentum.,false
686,2019,2,24,false,2,2,6,3,6,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,false
687,2017,3,19,true,5,1,2,1,7,4,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",false
688,2020,3,17,false,3,6,2,2,1,2,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",true
689,2023,2,24,true,1,3,5,1,6,2,Pellentesque at nulla. Suspendisse potenti.,true
690,2023,1,23,false,5,3,6,3,1,0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",true
691,2021,1,22,true,3,2,4,2,4,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",false
692,2023,1,19,true,4,2,2,3,1,4,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",false
693,2021,4,35,true,3,6,4,2,9,2,Ut tellus. Nulla ut erat id mauris vulputate elementum.,false
694,2018,3,30,false,5,1,1,3,4,4,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,false
695,2018,3,34,true,4,6,1,3,7,5,Etiam faucibus cursus urna. Ut tellus.,true
696,2022,3,20,false,2,4,7,1,1,4,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,false
697,2017,1,42,true,1,4,6,1,4,1,In hac habitasse platea dictumst.,false
698,2021,3,43,true,3,4,3,3,6,0,Quisque ut erat. Curabitur gravida nisi at nibh.,true
699,2020,3,34,true,4,4,2,2,2,0,Vivamus vestibulum sagittis sapien.,true
700,2022,2,27,true,3,1,7,2,7,3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",true
701,2020,2,14,true,2,2,1,3,3,3,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",false
702,2017,4,23,false,4,2,3,3,7,4,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",false
703,2018,2,49,true,1,4,1,2,7,4,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",true
704,2020,4,30,true,2,4,6,1,3,5,Sed ante. Vivamus tortor.,true
705,2023,4,20,true,3,6,1,1,3,4,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,false
706,2023,2,31,false,5,5,6,1,6,5,Praesent lectus.,false
707,2022,4,30,true,4,2,2,1,1,3,Mauris lacinia sapien quis libero.,false
708,2021,3,46,true,1,1,5,1,9,5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,false
709,2022,4,27,true,4,5,1,2,5,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",true
710,2023,2,42,true,3,6,1,3,2,5,Pellentesque eget nunc.,false
711,2018,4,14,true,4,4,1,1,8,0,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",true
712,2018,2,37,false,2,3,7,3,7,5,Morbi non lectus.,false
713,2022,1,21,false,4,5,5,3,6,5,Aenean lectus.,false
714,2018,1,28,false,2,2,6,2,8,1,Cras in purus eu magna vulputate luctus.,false
715,2018,4,32,true,4,5,5,3,8,4,Vestibulum sed magna at nunc commodo placerat.,false
716,2017,2,39,true,2,4,4,2,10,4,Phasellus sit amet erat. Nulla tempus.,true
717,2022,4,31,false,3,1,6,3,1,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",false
718,2020,4,22,true,2,6,7,1,5,3,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",false
719,2022,2,37,false,5,2,7,3,3,5,Integer ac neque. Duis bibendum.,false
720,2020,1,18,false,5,3,6,2,8,4,Vivamus vel nulla eget eros elementum pellentesque.,false
721,2023,4,23,true,2,1,3,3,4,3,Integer ac neque.,true
722,2019,1,14,false,5,2,7,1,9,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,true
723,2017,1,27,false,1,3,4,1,6,3,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,false
724,2018,1,18,false,5,6,4,3,5,1,Duis at velit eu est congue elementum.,false
725,2022,2,24,false,2,6,7,2,1,1,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,false
726,2017,4,27,false,3,4,2,1,5,3,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,false
727,2023,1,21,false,5,4,1,1,7,5,Nulla ac enim.,false
728,2023,1,15,true,1,5,5,1,5,1,Integer a nibh. In quis justo.,true
729,2019,1,34,true,1,6,2,3,6,3,Integer a nibh.,true
730,2023,1,50,false,5,1,7,2,2,1,Aenean fermentum.,false
731,2019,4,36,false,1,1,1,2,1,2,In quis justo.,true
732,2022,2,37,false,1,2,7,3,4,5,Curabitur at ipsum ac tellus semper interdum.,true
733,2019,2,41,true,4,1,2,3,8,0,Curabitur gravida nisi at nibh.,true
734,2020,1,40,true,2,1,6,1,7,2,Sed accumsan felis. Ut at dolor quis odio consequat varius.,true
735,2022,1,49,true,3,4,7,3,6,4,Praesent blandit lacinia erat.,true
736,2017,1,27,true,1,6,6,1,8,2,Praesent id massa id nisl venenatis lacinia.,true
737,2018,1,42,true,4,2,7,3,1,3,Pellentesque eget nunc.,true
738,2020,2,16,false,3,5,5,2,6,1,Ut tellus.,true
739,2019,3,14,false,4,1,5,2,8,4,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",false
740,2020,1,46,false,2,5,2,2,8,0,Integer a nibh.,false
741,2017,3,36,true,5,5,3,2,10,5,Morbi non lectus.,true
742,2019,1,49,true,3,6,4,1,7,3,Nunc rhoncus dui vel sem. Sed sagittis.,false
743,2023,1,20,false,1,4,3,1,2,0,Curabitur in libero ut massa volutpat convallis.,true
744,2022,1,35,false,5,4,4,3,10,1,Sed sagittis.,false
745,2018,4,49,true,5,1,3,1,6,0,In eleifend quam a odio.,true
746,2022,3,16,false,1,1,2,3,4,0,Integer ac leo.,true
747,2018,1,41,false,1,2,1,1,8,0,Etiam justo. Etiam pretium iaculis justo.,true
748,2019,3,28,true,5,2,3,2,1,5,Sed accumsan felis. Ut at dolor quis odio consequat varius.,true
749,2021,4,18,false,4,6,5,3,6,1,Nam nulla.,true
750,2018,4,25,false,1,6,4,1,5,1,Praesent id massa id nisl venenatis lacinia.,true
751,2019,2,35,false,2,5,2,3,9,3,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",true
752,2018,2,39,false,1,4,1,1,6,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",true
753,2021,2,33,true,4,1,1,1,3,2,Nulla tellus.,false
754,2022,4,28,true,1,5,3,1,6,3,Ut tellus. Nulla ut erat id mauris vulputate elementum.,false
755,2019,2,41,true,4,5,3,3,6,1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",false
756,2023,3,18,true,4,4,3,3,3,0,Phasellus in felis.,true
757,2018,1,36,false,3,2,2,3,5,4,Phasellus in felis. Donec semper sapien a libero.,true
758,2021,3,18,true,2,6,7,2,2,3,Nam nulla.,true
759,2023,3,29,true,3,5,4,3,7,2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",false
760,2022,3,44,true,4,1,7,2,4,4,Curabitur convallis.,true
761,2022,4,19,false,3,5,3,1,6,4,Aliquam erat volutpat.,false
762,2020,1,39,false,3,6,6,1,2,5,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",true
763,2022,4,15,false,5,4,5,1,9,1,Pellentesque at nulla.,true
764,2017,4,16,false,3,3,1,1,8,3,Nullam varius. Nulla facilisi.,false
765,2019,1,48,true,4,3,2,3,2,5,Pellentesque ultrices mattis odio.,true
766,2023,2,22,false,4,6,7,3,8,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",false
767,2020,1,42,false,5,1,5,3,3,2,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",false
768,2022,2,37,false,1,4,4,2,10,2,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,false
769,2018,3,28,true,1,4,2,2,8,2,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",true
770,2019,4,49,true,3,3,1,1,9,4,In hac habitasse platea dictumst.,false
771,2020,1,46,false,5,5,1,3,3,5,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,false
772,2022,4,27,false,4,1,5,2,6,1,Ut at dolor quis odio consequat varius. Integer ac leo.,false
773,2023,4,50,true,4,2,1,1,9,4,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",false
774,2019,4,48,false,3,4,3,3,4,5,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",true
775,2023,2,25,true,5,3,7,3,6,2,Morbi porttitor lorem id ligula.,true
776,2018,1,37,false,3,3,1,2,8,4,Nam dui.,false
777,2019,1,45,false,5,4,7,3,4,4,Maecenas ut massa quis augue luctus tincidunt.,true
778,2023,1,33,true,1,3,4,1,2,4,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,true
779,2021,3,27,true,1,6,4,3,9,3,Phasellus sit amet erat. Nulla tempus.,true
780,2019,2,48,true,5,1,2,1,1,1,Duis mattis egestas metus. Aenean fermentum.,true
781,2020,3,20,false,5,2,6,1,1,3,Nunc purus. Phasellus in felis.,true
782,2021,2,29,true,4,2,7,3,5,2,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",false
783,2022,1,41,true,4,1,4,1,5,2,Quisque id justo sit amet sapien dignissim vestibulum.,false
784,2022,2,32,true,4,1,3,2,8,1,Etiam vel augue. Vestibulum rutrum rutrum neque.,true
785,2021,2,46,true,1,6,4,1,5,0,Curabitur gravida nisi at nibh.,true
786,2023,1,27,false,5,4,2,2,9,4,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",false
787,2019,2,25,true,1,5,2,1,7,0,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",false
788,2022,1,43,false,1,3,1,2,8,2,Morbi ut odio.,true
789,2021,2,26,false,4,2,3,3,10,2,Nunc nisl.,false
790,2018,4,41,false,2,4,3,2,4,5,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,true
791,2020,2,13,true,3,6,5,2,6,4,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,true
792,2023,2,45,false,2,2,4,3,10,0,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",false
793,2018,3,13,false,4,3,4,2,7,1,Quisque ut erat. Curabitur gravida nisi at nibh.,true
794,2021,4,44,false,5,1,4,2,9,4,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",true
795,2020,3,32,true,5,4,5,1,9,5,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,true
796,2018,3,28,false,5,6,6,2,4,5,Etiam vel augue. Vestibulum rutrum rutrum neque.,true
797,2019,3,35,false,3,1,6,1,5,2,Fusce consequat. Nulla nisl.,true
798,2019,4,21,true,4,2,3,2,4,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,true
799,2018,2,13,true,3,5,3,2,8,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,false
800,2017,3,37,false,2,3,3,2,3,1,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,false
801,2020,3,29,true,1,1,5,2,1,0,Ut at dolor quis odio consequat varius. Integer ac leo.,true
802,2020,4,43,true,1,1,7,1,6,3,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",true
803,2018,1,36,false,5,6,1,2,5,0,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,false
804,2020,2,44,true,2,1,6,3,7,5,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",false
