id,year,quarter,age,gender,income_level,education_level,visit_frequency,social_media,favorite_product_id,rating,comment,positive_comment
805,2017,3,20,false,1,4,3,1,8,1,Maecenas pulvinar lobortis est.,false
806,2022,4,35,false,5,3,7,2,1,2,Aliquam non mauris.,false
807,2018,1,45,true,1,6,1,2,10,4,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",true
808,2023,3,30,false,5,1,7,3,2,4,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",false
809,2022,2,17,true,2,6,1,3,5,3,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true
810,2021,2,45,false,4,2,2,3,8,4,Mauris sit amet eros.,false
811,2021,1,14,false,1,2,2,2,3,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",false
812,2017,2,13,true,4,5,4,1,5,1,Phasellus in felis.,false
813,2021,1,25,false,1,3,7,2,2,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,true
814,2020,1,33,false,1,2,1,3,4,1,In congue.,false
815,2021,1,17,true,4,3,5,2,6,3,Quisque ut erat.,false
816,2018,3,39,true,4,4,3,3,7,4,Proin risus. Praesent lectus.,false
817,2023,1,30,true,1,1,4,1,5,1,Pellentesque viverra pede ac diam.,true
818,2017,3,36,true,5,4,1,3,8,5,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",false
819,2019,4,28,false,4,5,7,2,4,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",true
820,2017,4,20,true,3,1,6,3,1,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",true
821,2022,4,20,false,4,1,4,2,3,2,In hac habitasse platea dictumst.,false
822,2017,1,41,true,4,3,4,1,7,3,Nulla facilisi.,true
823,2017,4,19,false,1,4,7,1,7,5,Phasellus id sapien in sapien iaculis congue.,false
824,2021,3,42,true,2,4,1,1,2,3,Suspendisse potenti.,false
825,2023,4,41,false,3,4,1,1,6,5,Aenean fermentum.,false
826,2017,4,39,false,3,3,2,1,5,3,Integer ac leo.,true
827,2018,2,21,true,4,2,7,3,4,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",true
828,2021,2,26,true,1,4,2,2,9,5,Etiam justo.,true
829,2017,3,48,true,3,4,5,3,4,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",false
830,2020,3,24,true,1,6,7,3,2,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,true
831,2019,2,28,true,3,6,1,1,4,4,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",false
832,2021,2,26,true,5,1,1,3,7,3,Etiam pretium iaculis justo.,true
833,2023,4,16,false,5,5,4,1,9,0,Vivamus in felis eu sapien cursus vestibulum.,false
834,2021,4,38,false,4,5,4,3,2,1,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,true
835,2019,4,18,true,1,3,2,3,2,5,Vestibulum rutrum rutrum neque.,false
836,2022,3,35,true,1,4,7,3,7,3,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",false
837,2019,2,15,false,1,1,5,1,2,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",true
838,2020,2,43,true,4,4,7,1,1,1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,false
839,2019,1,33,true,2,2,4,1,1,1,Integer ac leo.,true
840,2020,3,32,true,4,4,4,3,6,3,Vestibulum sed magna at nunc commodo placerat.,true
841,2017,3,36,false,1,5,6,3,3,5,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",true
842,2021,4,15,true,1,6,2,2,4,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",true
843,2022,1,33,false,4,2,1,3,6,0,Proin at turpis a pede posuere nonummy. Integer non velit.,false
844,2020,3,16,false,3,2,2,3,10,4,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,true
845,2020,1,29,false,1,1,1,1,7,0,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,false
846,2019,1,27,true,4,1,2,2,4,0,In hac habitasse platea dictumst.,true
847,2020,3,41,true,1,3,5,1,6,3,In hac habitasse platea dictumst.,false
848,2022,1,48,false,4,4,1,2,3,0,Proin risus. Praesent lectus.,false
849,2018,1,23,true,3,1,6,2,9,0,Donec ut mauris eget massa tempor convallis.,false
850,2021,1,43,true,2,5,6,3,7,0,Praesent id massa id nisl venenatis lacinia.,true
851,2018,3,16,true,1,2,4,1,2,0,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,true
852,2018,1,30,true,1,1,6,1,7,1,Praesent blandit lacinia erat.,false
853,2018,2,32,true,3,1,4,3,2,5,Praesent blandit.,false
854,2017,2,48,false,2,2,7,1,7,2,Vivamus vestibulum sagittis sapien.,false
855,2020,1,25,true,5,2,3,3,6,1,Praesent blandit lacinia erat.,false
856,2023,1,17,false,2,1,5,3,3,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,true
857,2022,4,20,true,1,4,6,2,9,2,Nulla mollis molestie lorem. Quisque ut erat.,false
858,2023,4,13,true,5,5,7,2,5,0,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",false
859,2018,4,22,false,4,1,2,2,5,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",false
860,2023,4,25,false,1,5,3,1,7,1,Nulla ut erat id mauris vulputate elementum.,true
861,2021,3,49,true,2,2,2,2,2,1,Maecenas ut massa quis augue luctus tincidunt.,true
862,2023,2,27,false,1,3,1,1,4,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,false
863,2017,2,19,false,3,6,2,2,2,0,Vestibulum ac est lacinia nisi venenatis tristique.,true
864,2022,4,39,false,3,5,7,3,3,3,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,true
865,2019,1,43,true,1,5,1,1,2,0,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",false
866,2023,4,46,true,1,2,3,1,7,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",false
867,2021,2,35,true,3,5,4,2,5,3,Proin eu mi.,true
868,2017,3,22,true,5,4,2,3,5,3,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",false
869,2022,4,33,false,2,3,7,3,3,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",false
870,2022,1,49,false,4,6,3,1,2,0,Morbi quis tortor id nulla ultrices aliquet.,false
871,2021,2,48,true,4,5,5,3,10,1,Aliquam erat volutpat. In congue.,false
872,2018,3,30,false,3,5,7,2,5,2,Aliquam sit amet diam in magna bibendum imperdiet.,true
873,2020,3,21,true,3,2,2,2,6,4,Mauris ullamcorper purus sit amet nulla.,false
874,2023,1,45,true,3,4,5,2,5,5,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,false
875,2017,3,32,true,2,1,7,1,7,5,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",false
876,2020,2,41,false,2,1,3,2,5,5,Etiam vel augue.,true
877,2022,4,29,false,5,2,7,2,6,3,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,false
878,2023,2,50,true,3,5,7,3,8,4,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",false
879,2019,3,48,true,2,4,3,2,4,0,Morbi quis tortor id nulla ultrices aliquet.,true
880,2017,1,22,false,4,5,1,1,5,0,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",false
881,2019,1,21,false,2,1,2,1,6,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",true
882,2023,2,19,true,2,2,4,3,3,1,Donec semper sapien a libero.,false
883,2017,1,18,false,4,6,1,3,3,3,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,false
884,2021,2,18,false,2,4,5,3,8,0,Mauris sit amet eros.,false
885,2021,2,21,false,2,2,3,2,2,1,In eleifend quam a odio.,false
886,2021,3,44,false,3,1,3,2,3,2,Aenean lectus. Pellentesque eget nunc.,false
887,2019,2,19,true,2,5,5,3,3,0,Nulla suscipit ligula in lacus.,false
888,2019,4,29,true,2,5,6,3,6,2,In congue.,false
889,2018,1,28,false,1,2,4,2,3,5,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",false
890,2019,4,28,false,5,3,3,1,1,4,In quis justo.,false
891,2022,3,45,false,4,2,1,3,2,0,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",false
892,2018,4,14,true,1,5,7,2,7,2,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",false
893,2020,1,19,false,4,1,2,3,2,2,Duis mattis egestas metus.,false
894,2023,4,50,false,1,1,1,1,5,0,Etiam faucibus cursus urna. Ut tellus.,false
895,2019,2,43,false,2,4,3,2,5,5,Nullam varius. Nulla facilisi.,true
896,2019,1,19,true,2,3,6,1,9,0,Nulla mollis molestie lorem. Quisque ut erat.,false
897,2022,2,15,false,1,1,3,1,6,2,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,false
898,2017,1,21,false,4,2,5,2,8,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true
899,2019,4,22,false,4,5,5,1,1,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",true
900,2023,3,20,true,2,1,5,3,9,5,Nullam molestie nibh in lectus. Pellentesque at nulla.,false
901,2017,3,27,true,4,3,1,3,8,3,Integer non velit.,false
902,2023,3,42,true,1,1,6,1,8,5,Duis bibendum. Morbi non quam nec dui luctus rutrum.,true
903,2018,1,35,false,1,6,5,2,7,0,Cras in purus eu magna vulputate luctus.,false
904,2018,4,41,false,4,5,7,1,4,1,Curabitur in libero ut massa volutpat convallis.,false
905,2023,4,33,false,5,4,4,3,9,3,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,true
906,2019,4,50,false,4,5,1,2,3,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",true
907,2019,1,19,false,4,3,4,2,3,2,Praesent blandit.,true
908,2021,1,49,true,2,2,2,3,5,2,Mauris sit amet eros.,false
909,2020,3,13,false,2,1,4,2,9,5,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,true
910,2021,4,25,true,5,1,6,1,8,0,Suspendisse potenti.,false
911,2017,4,34,false,3,6,3,1,6,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",false
912,2018,4,18,true,4,3,1,2,2,4,Donec ut mauris eget massa tempor convallis.,false
913,2019,2,13,false,1,4,3,3,5,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",true
914,2023,2,23,true,3,5,1,1,1,0,Sed vel enim sit amet nunc viverra dapibus.,false
915,2022,2,21,false,4,4,3,2,3,2,Maecenas rhoncus aliquam lacus.,true
916,2021,4,38,false,2,2,5,2,4,2,Ut tellus.,false
917,2020,4,33,true,2,6,5,2,2,1,Praesent lectus.,true
918,2023,1,50,true,3,1,7,2,6,5,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,false
919,2017,1,26,false,3,4,1,3,10,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",false
920,2021,4,25,false,1,5,3,1,9,4,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",false
921,2019,3,44,true,4,6,5,3,8,5,Sed ante. Vivamus tortor.,false
922,2022,1,19,true,4,4,2,3,7,2,Aliquam sit amet diam in magna bibendum imperdiet.,true
923,2023,2,39,false,5,3,3,3,9,2,Mauris ullamcorper purus sit amet nulla.,false
924,2018,4,36,false,5,2,6,3,7,5,Etiam justo. Etiam pretium iaculis justo.,false
925,2022,3,20,false,2,2,7,1,3,1,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",false
926,2017,1,15,false,5,6,2,2,2,4,Nunc rhoncus dui vel sem. Sed sagittis.,true
927,2022,4,47,true,4,4,2,1,4,4,Integer ac leo. Pellentesque ultrices mattis odio.,false
928,2020,2,37,false,5,4,6,2,2,5,Duis mattis egestas metus. Aenean fermentum.,true
929,2023,2,15,true,4,6,1,1,4,3,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,false
930,2018,1,34,false,4,3,4,2,2,3,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",true
931,2019,4,37,true,2,3,7,3,7,5,Etiam pretium iaculis justo.,true
932,2018,3,28,false,3,6,7,2,8,0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,false
933,2019,1,32,true,2,1,6,2,2,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",false
934,2022,2,31,true,2,1,3,2,6,0,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",false
935,2022,1,28,false,5,2,1,3,4,4,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",true
936,2019,2,32,false,4,5,3,3,5,5,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",false
937,2019,1,28,false,3,5,3,2,4,5,Aliquam quis turpis eget elit sodales scelerisque.,true
938,2021,3,28,true,2,5,7,3,10,4,Integer ac neque.,true
939,2023,1,49,false,1,2,7,3,9,0,Suspendisse potenti.,true
940,2020,3,13,false,5,4,5,1,2,5,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",false
941,2022,3,19,true,5,4,7,2,2,5,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,false
942,2022,3,45,false,3,6,7,1,9,4,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",true
943,2020,4,42,true,3,4,5,1,10,5,Nullam sit amet turpis elementum ligula vehicula consequat.,false
944,2018,3,25,true,5,6,1,2,3,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",true
945,2023,2,38,true,5,4,7,2,2,3,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,true
946,2018,2,30,false,2,1,5,2,9,0,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,true
947,2017,3,37,true,4,6,5,1,10,4,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,true
948,2019,4,20,false,5,3,6,1,5,5,Donec posuere metus vitae ipsum.,true
949,2021,3,40,true,1,2,5,1,7,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",false
950,2022,4,39,false,2,2,6,3,4,3,Ut tellus.,true
951,2017,4,44,true,5,1,6,2,5,3,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",true
952,2018,4,17,false,2,5,2,3,9,5,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,true
953,2018,1,42,true,2,6,7,1,8,5,Donec ut dolor.,true
954,2018,1,16,false,4,2,3,1,5,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",false
955,2019,2,42,true,5,1,2,2,3,1,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,true
956,2018,4,46,true,3,6,2,2,4,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,false
957,2019,3,25,false,2,5,4,2,4,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,false
958,2020,4,33,false,1,5,3,3,1,3,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",true
959,2019,4,38,true,1,2,2,3,8,0,Sed vel enim sit amet nunc viverra dapibus.,false
960,2022,2,19,true,2,2,6,3,4,1,Donec posuere metus vitae ipsum.,true
961,2018,2,30,true,4,5,4,3,5,1,Pellentesque viverra pede ac diam.,false
962,2021,1,16,false,3,4,6,1,3,0,In hac habitasse platea dictumst.,true
963,2022,3,15,true,5,2,3,3,5,1,Integer ac leo.,false
964,2022,3,26,false,3,3,2,3,1,5,Donec dapibus. Duis at velit eu est congue elementum.,false
965,2019,3,29,true,2,1,6,3,10,3,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true
966,2019,2,43,false,2,2,5,3,3,0,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",false
967,2018,2,44,false,4,2,3,1,2,0,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",true
968,2020,1,26,false,1,6,6,2,1,0,Etiam pretium iaculis justo.,true
969,2023,2,29,false,4,1,3,3,5,3,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",false
970,2017,3,29,false,1,6,6,2,2,2,Aenean lectus. Pellentesque eget nunc.,false
971,2021,3,48,false,3,4,2,2,8,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",false
972,2022,3,23,false,4,4,1,2,6,5,Aliquam erat volutpat.,true
973,2019,1,31,true,3,1,6,1,7,0,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",false
974,2023,2,35,false,1,2,3,3,3,4,Fusce posuere felis sed lacus.,true
975,2018,2,31,false,5,2,4,1,1,3,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,false
976,2022,2,43,false,4,1,4,3,8,5,Quisque id justo sit amet sapien dignissim vestibulum.,false
977,2021,3,26,true,5,3,5,2,10,3,In hac habitasse platea dictumst.,true
978,2020,3,38,false,4,2,2,2,9,1,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",true
979,2021,4,40,true,2,3,7,2,4,1,Vivamus vel nulla eget eros elementum pellentesque.,true
980,2019,1,30,false,1,1,4,1,5,3,Nulla facilisi.,true
981,2017,1,29,false,1,6,7,2,10,0,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",false
982,2017,2,29,true,4,6,2,3,7,4,Aliquam non mauris.,false
983,2019,2,28,true,1,5,1,1,5,3,Suspendisse potenti.,false
984,2022,3,21,false,5,6,3,2,5,5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",false
985,2019,1,34,true,1,2,1,3,1,5,Donec posuere metus vitae ipsum.,true
986,2019,3,48,false,4,2,7,1,3,2,Mauris sit amet eros.,false
987,2022,1,14,true,1,2,5,3,4,4,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,true
988,2021,3,35,false,1,5,5,1,9,0,Nulla mollis molestie lorem.,false
989,2021,3,43,false,4,6,3,2,5,3,Suspendisse potenti.,false
990,2020,2,30,false,4,5,2,1,10,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true
991,2018,2,26,true,1,1,2,3,9,2,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",false
992,2017,2,46,false,1,1,2,1,8,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",false
993,2020,4,28,false,1,6,7,2,4,3,Nullam varius.,true
994,2021,1,27,true,1,3,2,2,4,5,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",false
995,2022,3,21,false,1,5,7,3,1,4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",true
996,2020,1,34,false,4,6,3,3,7,0,Morbi porttitor lorem id ligula.,true
997,2018,4,15,false,3,1,3,3,4,4,Proin at turpis a pede posuere nonummy. Integer non velit.,true
998,2021,3,46,true,3,1,2,3,3,4,Morbi porttitor lorem id ligula.,false
999,2022,4,22,false,2,2,4,2,9,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",true
1000,2017,1,20,true,1,2,7,1,3,1,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,true
